app_id,customer_id,app_dt,snapshot_month,bureau_score,utilization_ratio,credit_usage_ratio,payment_income_ratio,balance_to_limit,monthly_spend,segment,region,employment_type,delinquent_last_6m,open_trades,channel_code,promo_flag,noise_feature,target
A059637041,596,2023-01-01,2023-01,617.0,0.558,0.505,0.21,0.517,1590.67,Retail,North,Salaried,1,3,Online,0,0.3626,1
A041837042,418,2023-01-01,2023-01,700.0,0.246,0.221,0.226,0.215,1994.08,Retail,West,Salaried,0,2,Partner,0,0.4219,0
A009437043,94,2023-01-01,2023-01,648.0,0.695,0.639,0.273,0.662,2012.03,Corporate,East,Salaried,1,4,Online,0,0.7962,1
A030637044,306,2023-01-01,2023-01,623.0,0.412,0.376,0.272,0.401,1907.12,Retail,West,Salaried,0,0,Partner,0,0.4204,0
A050437045,504,2023-01-01,2023-01,671.0,0.263,0.212,0.218,0.263,1505.57,Retail,North,Salaried,1,7,Online,0,0.1984,0
A017737046,177,2023-01-01,2023-01,643.0,0.77,0.691,0.179,0.747,1937.03,Corporate,East,Contract,0,5,Branch,0,0.8961,1
A043637047,436,2023-01-01,2023-01,693.0,0.954,0.851,0.252,0.911,1631.91,Retail,South,Self-Employed,1,5,Branch,0,0.5579,0
A032237048,322,2023-01-01,2023-01,670.0,0.351,0.331,0.26,0.317,1403.19,Retail,South,Salaried,0,6,Online,0,0.9121,0
A041937049,419,2023-01-01,2023-01,618.0,0.127,0.106,0.269,0.111,1414.28,SME,West,Salaried,0,4,Online,0,0.2785,0
A002337050,23,2023-01-01,2023-01,614.0,0.604,0.54,0.26,0.567,1299.85,Retail,East,Salaried,0,2,Partner,0,0.4265,1
A009537051,95,2023-01-01,2023-01,581.0,0.488,0.436,0.271,0.461,1543.81,Corporate,East,Salaried,0,4,Online,0,0.2271,1
A023137052,231,2023-01-01,2023-01,682.0,0.135,0.127,0.218,0.124,1407.39,Corporate,East,Salaried,0,3,Partner,0,0.9687,0
A052637053,526,2023-01-01,2023-01,653.0,0.327,0.296,0.192,0.309,1478.22,Retail,North,Salaried,0,3,Online,0,0.921,0
A013137054,131,2023-01-01,2023-01,642.0,0.538,0.438,0.196,0.533,1486.3,Retail,North,Self-Employed,0,3,Branch,0,0.0426,0
A004337055,43,2023-01-01,2023-01,651.0,0.47,0.409,0.257,0.443,1726.57,Retail,West,Self-Employed,0,6,Branch,0,0.2408,0
A011337056,113,2023-01-01,2023-01,687.0,0.378,0.371,0.225,0.355,1720.7,SME,West,Salaried,1,7,Partner,0,0.742,0
A004637057,46,2023-01-01,2023-01,682.0,0.504,0.437,0.224,0.452,1591.96,Retail,North,Self-Employed,0,5,Branch,0,0.5544,0
A022437058,224,2023-01-01,2023-01,622.0,0.521,0.498,0.254,0.485,1652.63,Retail,North,Self-Employed,0,5,Branch,0,0.3171,0
A012137059,121,2023-01-01,2023-01,681.0,0.665,0.575,0.199,0.621,1990.99,Retail,South,Salaried,0,7,Partner,0,0.076,0
A040637060,406,2023-01-01,2023-01,630.0,0.575,0.498,0.181,0.536,2095.84,Retail,West,Salaried,0,4,Online,0,0.0545,0
A055037061,550,2023-01-01,2023-01,618.0,0.72,0.657,0.253,0.679,1257.61,Retail,East,Salaried,0,5,Branch,0,0.3916,0
A057537062,575,2023-01-01,2023-01,685.0,0.729,0.621,0.299,0.701,1561.56,SME,East,Self-Employed,0,7,Branch,0,0.5312,0
A001237063,12,2023-01-01,2023-01,690.0,0.255,0.219,0.248,0.257,1383.99,Corporate,West,Salaried,0,2,Partner,0,0.574,0
A003237064,32,2023-01-01,2023-01,645.0,0.914,0.851,0.262,0.851,1169.33,Retail,East,Salaried,0,4,Branch,0,0.0711,0
A006537065,65,2023-01-01,2023-01,617.0,0.794,0.756,0.273,0.771,1593.75,SME,North,Salaried,0,4,Online,0,0.0398,1
A038837066,388,2023-01-01,2023-01,640.0,0.961,0.856,0.238,0.956,1740.48,Corporate,East,Salaried,1,7,Branch,0,0.0121,1
A042737067,427,2023-01-01,2023-01,640.0,0.614,0.576,0.23,0.607,1594.68,Retail,North,Salaried,0,5,Partner,0,0.6909,0
A019737068,197,2023-01-01,2023-01,633.0,0.391,0.309,0.157,0.377,1689.5,Retail,North,Salaried,0,6,Online,0,0.8775,0
A054037069,540,2023-01-01,2023-01,590.0,0.751,0.72,0.268,0.693,1334.29,Retail,South,Salaried,0,3,Online,0,0.1117,1
A003737070,37,2023-01-01,2023-01,647.0,0.299,0.237,0.274,0.309,1421.23,Retail,West,Self-Employed,1,3,Partner,0,0.7658,0
A020037071,200,2023-01-01,2023-01,666.0,0.826,0.726,0.29,0.774,1502.08,SME,West,Salaried,0,6,Online,0,0.9933,0
A058037072,580,2023-01-01,2023-01,616.0,0.624,0.561,0.23,0.587,1823.19,Retail,East,Salaried,0,3,Online,0,0.7273,0
A039837073,398,2023-01-01,2023-01,626.0,0.692,0.605,0.24,0.673,1750.11,Corporate,South,Salaried,0,5,Online,0,0.6487,1
A020937074,209,2023-01-01,2023-01,613.0,0.269,0.227,0.14,0.24,1673.77,Retail,West,Contract,0,3,Branch,0,0.538,0
A027637075,276,2023-01-01,2023-01,689.0,0.433,0.368,0.274,0.413,1631.53,Retail,South,Salaried,0,6,Branch,0,0.8498,0
A005337076,53,2023-01-01,2023-01,642.0,0.849,0.775,0.237,0.819,2193.78,Retail,North,Salaried,0,8,Partner,0,0.7805,1
A052737077,527,2023-01-01,2023-01,649.0,0.722,0.661,0.182,0.683,2255.62,Retail,West,Salaried,0,4,Partner,0,0.4979,0
A055837078,558,2023-01-01,2023-01,674.0,0.304,0.272,0.257,0.268,1651.21,Retail,North,Salaried,0,6,Online,0,0.0194,0
A011337079,113,2023-01-01,2023-01,687.0,0.849,0.705,0.345,0.806,1820.28,SME,West,Salaried,1,2,Online,0,0.2836,0
A038637080,386,2023-01-01,2023-01,613.0,0.826,0.747,0.254,0.791,1932.84,Retail,North,Self-Employed,0,6,Branch,0,0.9909,0
A040737081,407,2023-01-01,2023-01,627.0,0.612,0.574,0.205,0.583,1820.49,Retail,South,Salaried,0,5,Branch,0,0.2499,0
A035337082,353,2023-01-01,2023-01,665.0,0.821,0.741,0.248,0.775,2110.87,SME,East,Salaried,1,7,Online,0,0.0348,1
A044237083,442,2023-01-01,2023-01,649.0,0.659,0.584,0.365,0.607,1838.61,SME,North,Salaried,0,3,Branch,1,0.2414,1
A019437084,194,2023-01-01,2023-01,682.0,0.918,0.828,0.345,0.872,2399.19,SME,South,Contract,1,2,Online,0,0.5135,1
A010637085,106,2023-01-01,2023-01,607.0,0.525,0.507,0.182,0.519,1711.51,Retail,East,Salaried,1,1,Partner,0,0.4377,1
A051837086,518,2023-01-01,2023-01,674.0,0.523,0.48,0.251,0.5,1722.97,SME,South,Salaried,0,4,Online,0,0.5097,0
A031337087,313,2023-01-01,2023-01,630.0,0.339,0.338,0.227,0.303,1727.55,Retail,West,Salaried,0,4,Branch,0,0.9237,0
A027837088,278,2023-01-01,2023-01,634.0,0.626,0.59,0.311,0.586,1826.75,Retail,West,Contract,0,6,Branch,0,0.7178,0
A009437089,94,2023-01-01,2023-01,649.0,0.532,0.469,0.261,0.489,1443.31,Corporate,East,Salaried,1,5,Branch,0,0.5753,1
A007037090,70,2023-01-01,2023-01,683.0,0.657,0.608,0.282,0.624,2055.96,Retail,East,Salaried,0,9,Partner,0,0.2857,0
A029337091,293,2023-01-01,2023-01,674.0,0.309,0.279,0.257,0.311,1700.53,Retail,West,Salaried,0,1,Branch,0,0.5731,0
A056937092,569,2023-01-01,2023-01,622.0,0.862,0.788,0.228,0.825,2462.28,Retail,North,Self-Employed,0,4,Branch,0,0.5817,0
A015337093,153,2023-01-01,2023-01,682.0,0.503,0.461,0.275,0.481,2084.34,Retail,North,Contract,0,4,Branch,0,0.4788,0
A037437094,374,2023-01-01,2023-01,530.0,0.97,0.845,0.264,0.921,1630.44,Retail,North,Salaried,1,2,Branch,0,0.1998,1
A028637095,286,2023-01-01,2023-01,639.0,0.971,0.901,0.303,0.926,1948.05,SME,South,Salaried,0,2,Partner,0,0.3539,1
A030437096,304,2023-01-01,2023-01,650.0,0.468,0.414,0.298,0.469,1743.79,Retail,West,Salaried,0,5,Branch,0,0.8404,0
A039937097,399,2023-01-01,2023-01,656.0,0.405,0.34,0.308,0.365,1471.54,SME,North,Salaried,1,6,Branch,0,0.2049,0
A033637098,336,2023-01-01,2023-01,651.0,0.567,0.495,0.273,0.554,1676.56,SME,East,Contract,0,7,Branch,0,0.0534,0
A028637099,286,2023-01-01,2023-01,642.0,0.188,0.198,0.262,0.174,1510.69,SME,South,Salaried,0,3,Online,0,0.3981,0
A036237100,362,2023-01-01,2023-01,601.0,0.906,0.808,0.211,0.846,2653.61,SME,North,Salaried,0,6,Partner,0,0.1734,1
A025237101,252,2023-01-01,2023-01,610.0,0.668,0.622,0.2,0.623,2033.9,Retail,North,Contract,0,3,Partner,0,0.5922,1
A052837102,528,2023-01-01,2023-01,653.0,0.33,0.28,0.248,0.308,1567.79,Retail,West,Contract,0,2,Partner,0,0.8098,0
A030337103,303,2023-01-01,2023-01,630.0,0.683,0.634,0.286,0.632,1652.65,Retail,South,Salaried,0,6,Branch,0,0.8364,0
A025137104,251,2023-01-01,2023-01,643.0,0.7,0.625,0.195,0.657,2068.9,Retail,South,Contract,0,4,Online,0,0.578,0
A047737105,477,2023-01-01,2023-01,618.0,0.293,0.253,0.327,0.262,1571.13,SME,East,Self-Employed,0,4,Online,0,0.9839,0
A035137106,351,2023-01-01,2023-01,671.0,0.698,0.647,0.274,0.684,1613.51,SME,South,Salaried,0,6,Branch,0,0.4207,0
A011937107,119,2023-01-01,2023-01,673.0,0.644,0.579,0.2,0.608,1613.53,Retail,North,Self-Employed,0,5,Branch,0,0.9508,0
A013237108,132,2023-01-01,2023-01,668.0,0.701,0.624,0.201,0.675,1594.32,Retail,South,Self-Employed,0,5,Branch,0,0.7555,0
A026537109,265,2023-01-01,2023-01,620.0,0.854,0.78,0.238,0.81,1758.91,SME,South,Self-Employed,1,6,Online,0,0.9706,1
A016637110,166,2023-01-01,2023-01,610.0,0.553,0.503,0.281,0.529,1967.49,Retail,East,Salaried,0,4,Branch,0,0.14,0
A004837111,48,2023-01-01,2023-01,687.0,0.521,0.472,0.3,0.5,1789.87,SME,North,Salaried,0,4,Partner,0,0.4175,0
A037937112,379,2023-01-01,2023-01,675.0,0.311,0.276,0.16,0.292,1320.24,Retail,North,Salaried,0,5,Partner,0,0.4981,0
A019537113,195,2023-01-01,2023-01,643.0,0.856,0.792,0.235,0.801,2083.93,SME,North,Salaried,1,5,Online,0,0.7464,1
A016637114,166,2023-01-01,2023-01,619.0,0.296,0.263,0.143,0.288,1747.94,Retail,East,Salaried,0,6,Online,0,0.619,0
A056937115,569,2023-01-01,2023-01,621.0,0.382,0.346,0.187,0.374,1932.38,Retail,North,Self-Employed,0,5,Branch,0,0.9516,0
A054437116,544,2023-01-01,2023-01,627.0,0.66,0.559,0.204,0.645,1961.63,SME,South,Salaried,0,3,Branch,0,0.2475,1
A055037117,550,2023-01-01,2023-01,608.0,0.252,0.192,0.198,0.231,1479.42,Retail,East,Salaried,0,3,Branch,0,0.0172,0
A016237118,162,2023-01-01,2023-01,686.0,0.385,0.354,0.243,0.382,1504.26,Retail,South,Self-Employed,1,2,Partner,0,0.6754,0
A011937119,119,2023-01-01,2023-01,663.0,0.783,0.726,0.201,0.726,2011.09,Retail,North,Self-Employed,0,5,Online,0,0.5141,0
A004137120,41,2023-01-01,2023-01,649.0,0.802,0.716,0.215,0.77,1995.33,Retail,West,Salaried,0,2,Branch,0,0.6765,0
A022537121,225,2023-01-01,2023-01,643.0,0.718,0.658,0.228,0.676,1773.0,Retail,South,Contract,0,5,Branch,0,0.9212,0
A056737122,567,2023-01-01,2023-01,634.0,0.993,0.866,0.389,0.931,1901.97,SME,North,Salaried,0,5,Branch,0,0.1346,1
A026337123,263,2023-01-01,2023-01,688.0,0.736,0.687,0.278,0.687,1472.01,SME,West,Salaried,0,3,Partner,0,0.0759,0
A050837124,508,2023-01-01,2023-01,609.0,0.321,0.294,0.241,0.315,1180.2,Retail,West,Salaried,0,4,Branch,0,0.2597,0
A025337125,253,2023-01-01,2023-01,674.0,0.243,0.228,0.257,0.222,1372.37,SME,West,Salaried,0,3,Partner,0,0.7944,0
A042637126,426,2023-01-01,2023-01,625.0,0.739,0.68,0.24,0.686,1793.03,SME,South,Salaried,0,6,Branch,0,0.6497,1
A003437127,34,2023-01-01,2023-01,679.0,0.691,0.626,0.265,0.65,1984.05,Retail,North,Salaried,0,6,Partner,0,0.5146,0
A010037128,100,2023-01-01,2023-01,606.0,0.93,0.815,0.239,0.888,2373.6,Retail,South,Salaried,0,5,Branch,0,0.0726,1
A014537129,145,2023-01-01,2023-01,586.0,0.406,0.361,0.17,0.395,1950.45,Corporate,South,Salaried,0,5,Branch,0,0.5819,1
A040337130,403,2023-01-01,2023-01,642.0,0.67,0.607,0.201,0.635,1490.54,Retail,South,Self-Employed,0,7,Online,0,0.9105,0
A023937131,239,2023-01-01,2023-01,642.0,0.88,0.777,0.245,0.824,2439.55,Retail,South,Salaried,0,0,Branch,0,0.0586,0
A003437132,34,2023-01-01,2023-01,691.0,0.632,0.55,0.207,0.593,1466.81,Retail,North,Salaried,0,3,Online,0,0.7264,0
A006437133,64,2023-01-01,2023-01,637.0,0.833,0.789,0.25,0.815,1137.87,Retail,West,Salaried,0,6,Branch,0,0.819,0
A055637134,556,2023-01-01,2023-01,604.0,1.0,0.887,0.254,0.975,2187.39,Retail,West,Salaried,1,8,Online,0,0.4198,1
A047337135,473,2023-01-01,2023-01,638.0,0.327,0.299,0.245,0.301,1367.43,Retail,South,Contract,0,4,Online,0,0.0643,0
A019137136,191,2023-01-01,2023-01,660.0,0.86,0.753,0.171,0.799,1994.17,Retail,East,Salaried,0,2,Partner,0,0.9443,0
A045037137,450,2023-01-01,2023-01,624.0,0.565,0.449,0.269,0.55,2020.5,Retail,West,Salaried,0,5,Partner,0,0.0783,0
A041137138,411,2023-01-01,2023-01,650.0,0.371,0.334,0.308,0.337,1464.84,Retail,South,Self-Employed,0,5,Branch,0,0.0275,0
A048537139,485,2023-01-01,2023-01,657.0,0.809,0.723,0.328,0.769,2152.94,SME,West,Salaried,0,4,Branch,0,0.1956,0
A020737140,207,2023-01-01,2023-01,665.0,0.596,0.559,0.246,0.593,1970.55,Retail,North,Contract,0,0,Branch,0,0.0355,0
A002937141,29,2023-01-01,2023-01,650.0,0.563,0.464,0.27,0.553,1948.63,Retail,South,Contract,0,2,Partner,0,0.9026,1
A034237142,342,2023-01-01,2023-01,691.0,0.352,0.303,0.246,0.329,1336.51,Corporate,North,Salaried,0,5,Branch,0,0.8391,0
A046037143,460,2023-01-01,2023-01,684.0,0.415,0.359,0.229,0.371,1571.07,Retail,West,Salaried,0,5,Branch,0,0.8618,0
A028337144,283,2023-01-01,2023-01,629.0,0.543,0.467,0.197,0.53,1404.96,Retail,West,Salaried,0,4,Partner,0,0.5665,0
A053037145,530,2023-01-01,2023-01,672.0,0.431,0.395,0.246,0.433,1555.01,Retail,North,Salaried,0,4,Branch,0,0.9289,0
A015337146,153,2023-01-01,2023-01,680.0,0.21,0.172,0.184,0.199,1507.8,Retail,North,Contract,0,2,Online,0,0.1077,0
A020937147,209,2023-01-01,2023-01,616.0,0.51,0.435,0.196,0.492,1812.99,Retail,West,Contract,0,5,Branch,0,0.2396,0
A040537148,405,2023-01-01,2023-01,661.0,0.669,0.58,0.231,0.655,1861.27,Retail,East,Salaried,0,3,Partner,0,0.4333,0
A036837149,368,2023-01-01,2023-01,652.0,0.282,0.235,0.284,0.28,1099.77,Retail,East,Salaried,0,5,Partner,0,0.8166,0
A005037150,50,2023-01-01,2023-01,635.0,0.258,0.218,0.303,0.24,1489.24,Retail,North,Self-Employed,0,4,Online,0,0.5903,0
A019737151,197,2023-01-01,2023-01,629.0,0.161,0.14,0.222,0.124,1692.0,Retail,North,Salaried,0,7,Branch,0,0.4968,0
A024937152,249,2023-01-01,2023-01,685.0,1.0,0.929,0.285,0.948,1568.2,Retail,South,Salaried,1,8,Online,0,0.1363,1
A052737153,527,2023-01-01,2023-01,644.0,0.21,0.228,0.217,0.193,1493.8,Retail,West,Salaried,0,5,Online,0,0.6915,0
A038637154,386,2023-01-01,2023-01,611.0,0.487,0.46,0.228,0.479,1979.62,Retail,North,Self-Employed,0,3,Online,0,0.2122,0
A031737155,317,2023-01-01,2023-01,705.0,0.425,0.409,0.198,0.398,1775.37,Retail,South,Contract,0,5,Branch,0,0.0824,0
A053937156,539,2023-01-01,2023-01,667.0,0.504,0.451,0.199,0.472,2194.89,Retail,East,Salaried,1,5,Online,0,0.6749,0
A045837157,458,2023-01-01,2023-01,691.0,0.945,0.837,0.286,0.925,1782.76,SME,West,Salaried,1,5,Branch,0,0.2103,0
A041937158,419,2023-01-01,2023-01,611.0,0.385,0.336,0.334,0.376,1947.68,SME,West,Salaried,0,7,Online,0,0.385,0
A043137159,431,2023-01-01,2023-01,636.0,0.473,0.428,0.368,0.46,1353.87,SME,North,Salaried,0,5,Online,0,0.8563,0
A011537160,115,2023-01-01,2023-01,657.0,0.647,0.537,0.278,0.625,1724.1,SME,South,Contract,0,7,Online,0,0.783,0
A028937161,289,2023-01-01,2023-01,631.0,0.481,0.436,0.21,0.462,1648.93,Retail,West,Self-Employed,0,2,Online,0,0.841,0
A003737162,37,2023-01-01,2023-01,656.0,1.0,0.931,0.241,0.958,1877.6,Retail,West,Self-Employed,1,4,Branch,0,0.1003,1
A045837163,458,2023-01-01,2023-01,692.0,0.866,0.81,0.287,0.819,1861.99,SME,West,Salaried,1,7,Partner,0,0.7416,1
A039737164,397,2023-01-01,2023-01,671.0,0.561,0.504,0.199,0.54,1404.91,Retail,North,Contract,0,2,Partner,0,0.111,0
A001037165,10,2023-01-01,2023-01,626.0,0.788,0.707,0.281,0.762,1543.55,SME,East,Salaried,1,5,Online,0,0.4732,1
A023437166,234,2023-01-01,2023-01,628.0,0.475,0.478,0.297,0.456,2045.36,Retail,North,Self-Employed,0,5,Branch,0,0.4862,0
A054437167,544,2023-01-01,2023-01,631.0,0.881,0.822,0.278,0.863,2145.74,SME,South,Salaried,0,4,Online,0,0.4382,1
A053137168,531,2023-01-01,2023-01,627.0,0.417,0.39,0.191,0.377,1609.91,Retail,West,Salaried,0,4,Online,0,0.9646,0
A047137169,471,2023-01-01,2023-01,600.0,0.187,0.166,0.35,0.177,1162.92,Corporate,West,Salaried,0,6,Branch,0,0.5067,1
A006337170,63,2023-01-01,2023-01,672.0,0.609,0.552,0.33,0.583,1482.97,Retail,North,Salaried,0,3,Online,0,0.2915,0
A037537171,375,2023-01-01,2023-01,598.0,0.495,0.431,0.268,0.47,1350.33,SME,South,Contract,0,5,Branch,0,0.3153,1
A003637172,36,2023-01-01,2023-01,559.0,0.665,0.595,0.194,0.653,1807.78,Retail,East,Contract,0,4,Partner,0,0.4233,1
A017437173,174,2023-01-01,2023-01,662.0,0.139,0.08,0.293,0.142,1156.71,Corporate,South,Salaried,0,1,Online,0,0.2014,0
A058037174,580,2023-01-01,2023-01,617.0,0.897,0.826,0.247,0.839,1295.03,Retail,East,Salaried,0,5,Partner,0,0.2563,1
A033837175,338,2023-01-01,2023-01,621.0,0.647,0.547,0.267,0.604,1609.65,Retail,East,Salaried,0,4,Partner,0,0.8827,1
A047237176,472,2023-01-01,2023-01,659.0,0.072,0.082,0.258,0.064,1131.72,Retail,South,Contract,0,6,Branch,1,0.8383,0
A002837177,28,2023-01-01,2023-01,598.0,0.924,0.836,0.333,0.87,1644.7,SME,South,Self-Employed,0,4,Branch,0,0.2454,1
A048137178,481,2023-01-01,2023-01,637.0,0.531,0.426,0.309,0.511,1454.4,SME,East,Contract,0,7,Partner,0,0.3286,1
A022937179,229,2023-01-01,2023-01,666.0,0.367,0.307,0.185,0.346,1866.29,Retail,South,Self-Employed,0,7,Partner,0,0.7692,0
A029537180,295,2023-01-01,2023-01,655.0,0.658,0.601,0.237,0.647,1894.27,Corporate,North,Salaried,0,5,Branch,0,0.5264,0
A002137181,21,2023-01-01,2023-01,668.0,0.76,0.663,0.183,0.728,2409.67,Retail,North,Contract,0,5,Online,0,0.6272,0
A026237182,262,2023-01-01,2023-01,692.0,0.364,0.315,0.275,0.354,1387.78,Retail,West,Self-Employed,0,8,Online,0,0.3847,0
A055637183,556,2023-01-01,2023-01,613.0,0.867,0.815,0.245,0.832,1649.81,Retail,West,Salaried,1,6,Branch,0,0.0112,1
A037837184,378,2023-01-01,2023-01,643.0,0.662,0.609,0.355,0.649,1941.14,SME,South,Self-Employed,0,2,Partner,0,0.1879,1
A046237185,462,2023-01-01,2023-01,658.0,0.553,0.52,0.208,0.525,1608.24,Corporate,South,Salaried,0,4,Branch,0,0.4866,0
A032437186,324,2023-01-01,2023-01,638.0,0.379,0.381,0.177,0.375,1699.71,SME,South,Self-Employed,0,5,Partner,0,0.3724,1
A013137187,131,2023-01-01,2023-01,646.0,0.328,0.296,0.23,0.328,1484.94,Retail,North,Self-Employed,0,3,Online,0,0.3279,0
A007037188,70,2023-01-01,2023-01,681.0,0.419,0.339,0.212,0.394,1409.77,Retail,East,Salaried,0,6,Online,0,0.7935,0
A034537189,345,2023-01-01,2023-01,618.0,0.7,0.632,0.198,0.669,1538.44,Retail,West,Self-Employed,0,4,Online,0,0.9235,0
A042137190,421,2023-01-01,2023-01,616.0,0.909,0.847,0.203,0.859,1389.78,Corporate,South,Self-Employed,0,4,Online,0,0.8407,1
A016637191,166,2023-01-01,2023-01,616.0,0.329,0.298,0.236,0.29,1834.8,Retail,East,Salaried,0,3,Branch,1,0.6046,0
A025737192,257,2023-01-01,2023-01,589.0,0.105,0.105,0.235,0.092,1246.08,SME,South,Contract,0,9,Online,0,0.3426,1
